Turbo Boost disabled for all CPUs
2
../quartz/scripts/../build/src/lib/libnvmemul.so
../quartz/scripts/../nvmemul.ini

===== B-Tree App Output =====

NOT FOUND 879854226107424288, t = (nil)
NOT FOUND 9197709683539008048, t = (nil)
NOT FOUND 4132094114727971944, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 1044130614392680432, t = (nil)
NOT FOUND 4579891067800757142, t = (nil)
NOT FOUND 8767332255487661965, t = (nil)
NOT FOUND 749335837588049989, t = (nil)
NOT FOUND 4339403350698932555, t = (nil)
NOT FOUND 4761271309917036130, t = (nil)
NOT FOUND 1682731967668845032, t = (nil)
NOT FOUND 4802136474516329422, t = (nil)
NOT FOUND 1844792460225327796, t = (nil)
NOT FOUND 6545902626302357116, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4953827395139132439, t = (nil)
NOT FOUND 3799094236862145599, t = (nil)
NOT FOUND 7958713072283713316, t = (nil)
NOT FOUND 5211267637785376489, t = (nil)
NOT FOUND 4096533716424357055, t = (nil)
NOT FOUND 2431973876760310661, t = (nil)
NOT FOUND 3069460068145089522, t = (nil)
NOT FOUND 3388403336935374397, t = (nil)
NOT FOUND 7521492500511216552, t = (nil)
NOT FOUND 6644914279619386463, t = (nil)
NOT FOUND 4084263444663523882, t = (nil)
NOT FOUND 6066645068062391627, t = (nil)
NOT FOUND 5400492837372448494, t = (nil)
NOT FOUND 8348933962877700210, t = (nil)
NOT FOUND 7008409386964749513, t = (nil)
NOT FOUND 7653090983170003057, t = (nil)
NOT FOUND 5812054686254772056, t = (nil)
NOT FOUND 6888831082863969568, t = (nil)
NOT FOUND 7638984989131697146, t = (nil)
NOT FOUND 3539241291571562115, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 5402949771665061023, t = (nil)
NOT FOUND 2333986316465018939, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 1602497758445305302, t = (nil)
NOT FOUND 3270467776742283948, t = (nil)
NOT FOUND 5387789232687395764, t = (nil)
NOT FOUND 7494102215888386808, t = (nil)
NOT FOUND 7307749603434110504, t = (nil)
NOT FOUND 5209134850421229926, t = (nil)
NOT FOUND 138722414417862152, t = (nil)
NOT FOUND 3737355859916230441, t = (nil)
NOT FOUND 9191324928479511105, t = (nil)
NOT FOUND 177091692873420950, t = (nil)
NOT FOUND 8554077713123348134, t = (nil)
NOT FOUND 9033549560382289250, t = (nil)
NOT FOUND 2640797738195694240, t = (nil)
NOT FOUND 4257250389881914654, t = (nil)
NOT FOUND 5308894364884833334, t = (nil)
NOT FOUND 2404139078632082246, t = (nil)
NOT FOUND 9216867478382845175, t = (nil)
NOT FOUND 7822231358208266760, t = (nil)
NOT FOUND 2616904840794602445, t = (nil)
NOT FOUND 5585022438804809171, t = (nil)
NOT FOUND 8003152099122138535, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2616004172684573178, t = (nil)
NOT FOUND 5621112588169857308, t = (nil)
NOT FOUND 8459236224477141049, t = (nil)
NOT FOUND 5002237557590889565, t = (nil)
NOT FOUND 118931715942257538, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 1110962105498763328, t = (nil)
NOT FOUND 3323410714704680773, t = (nil)
NOT FOUND 6182902255223137077, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 5944817067183775592, t = (nil)
NOT FOUND 8267169313479504457, t = (nil)
NOT FOUND 1659666732391583372, t = (nil)
NOT FOUND 4604416517536338786, t = (nil)
NOT FOUND 6554689639134818031, t = (nil)
NOT FOUND 6585970629515987941, t = (nil)
NOT FOUND 7414704330674697860, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 6875534223683387471, t = (nil)
NOT FOUND 7079457926110164311, t = (nil)
NOT FOUND 2184218086296795904, t = (nil)
NOT FOUND 1173139212419094497, t = (nil)
NOT FOUND 24605353083468341, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 8708456522678967942, t = (nil)
NOT FOUND 227613725211859897, t = (nil)
NOT FOUND 2134466180475131150, t = (nil)
NOT FOUND 4336289300010613485, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 9063659955449751151, t = (nil)
NOT FOUND 827837360687634120, t = (nil)
NOT FOUND 9024374446836156604, t = (nil)
NOT FOUND 1648616393846463998, t = (nil)
NOT FOUND 1859096555908588258, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 5922887090788719313, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 1533705896884687883, t = (nil)
NOT FOUND 5028508936408100652, t = (nil)
NOT FOUND 5236705616912474486, t = (nil)
NOT FOUND 8447672660015137692, t = (nil)
NOT FOUND 6662523923745289756, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 6468599817363165571, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 5575243566769077342, t = (nil)
NOT FOUND 8749623256677620996, t = (nil)
NOT FOUND 7356613507320363539, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 6989534593259609469, t = (nil)
NOT FOUND 9063659955449751151, t = (nil)
NOT FOUND 1264531207156572082, t = (nil)
NOT FOUND 5997076741442259346, t = (nil)
NOT FOUND 3481350796083917485, t = (nil)
NOT FOUND 1533224674276274510, t = (nil)
NOT FOUND 1390753939888347895, t = (nil)
NOT FOUND 8456864406741186043, t = (nil)
NOT FOUND 1337727420543202197, t = (nil)
NOT FOUND 2822975067373483028, t = (nil)
NOT FOUND 4417349648276581399, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 3242149361966437828, t = (nil)
NOT FOUND 8420333455969841059, t = (nil)
NOT FOUND 4220457400360503065, t = (nil)
NOT FOUND 6806368888918492134, t = (nil)
NOT FOUND 4718562094263862894, t = (nil)
NOT FOUND 2073675289564439333, t = (nil)
NOT FOUND 3851866565684977507, t = (nil)
NOT FOUND 1446811985976498866, t = (nil)
NOT FOUND 8433164031070786874, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7638789138568768600, t = (nil)
NOT FOUND 4659175749421762152, t = (nil)
NOT FOUND 3681103846028259102, t = (nil)
NOT FOUND 6415994814277196412, t = (nil)
NOT FOUND 296243321584073417, t = (nil)
NOT FOUND 7128814145220953294, t = (nil)
NOT FOUND 9146808293347284393, t = (nil)
NOT FOUND 8447672660015137692, t = (nil)
NOT FOUND 8718804510562616879, t = (nil)
NOT FOUND 3095707987988720980, t = (nil)
NOT FOUND 4405465914546492966, t = (nil)
NOT FOUND 54240059271390553, t = (nil)
NOT FOUND 7209264085225574957, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 2238310286591720360, t = (nil)
NOT FOUND 6931405339062933563, t = (nil)
NOT FOUND 7055036283883858392, t = (nil)
NOT FOUND 8735900159650367490, t = (nil)
NOT FOUND 765293793178595355, t = (nil)
NOT FOUND 7401827011752426964, t = (nil)
NOT FOUND 7432117349894799454, t = (nil)
NOT FOUND 9046159941465537734, t = (nil)
NOT FOUND 1477328570226403958, t = (nil)
NOT FOUND 7295354308932982172, t = (nil)
NOT FOUND 2597900451820348800, t = (nil)
NOT FOUND 4561223700069341499, t = (nil)
NOT FOUND 6990407042458868860, t = (nil)
NOT FOUND 2040061592001942252, t = (nil)
NOT FOUND 1831441143861644206, t = (nil)
NOT FOUND 9069804960768413819, t = (nil)
NOT FOUND 9171213843375025369, t = (nil)
NOT FOUND 8224078151956015147, t = (nil)
NOT FOUND 8576676889644459392, t = (nil)
NOT FOUND 3522559929437599309, t = (nil)
NOT FOUND 4575456064692944466, t = (nil)
NOT FOUND 4503261746837092261, t = (nil)
NOT FOUND 3619292207696195533, t = (nil)
NOT FOUND 4043454928920331798, t = (nil)
NOT FOUND 7013312772757164548, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 1120307377333076238, t = (nil)
NOT FOUND 3426207093093577501, t = (nil)
NOT FOUND 3690946783966827966, t = (nil)
NOT FOUND 2597638878381273782, t = (nil)
NOT FOUND 5218021572053607458, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5146318053717295135, t = (nil)
NOT FOUND 1451933640303141665, t = (nil)
NOT FOUND 2244242290824331647, t = (nil)
NOT FOUND 7071231071178069508, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 3404292577039465100, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 3786764050110732552, t = (nil)
NOT FOUND 7532151420089023885, t = (nil)
NOT FOUND 2368488081992323967, t = (nil)
NOT FOUND 6900438450357311416, t = (nil)
NOT FOUND 3336071932122940075, t = (nil)
NOT FOUND 5284684269376828120, t = (nil)
NOT FOUND 4668079638380486705, t = (nil)
NOT FOUND 514843802959931600, t = (nil)
NOT FOUND 5341946633379212198, t = (nil)
NOT FOUND 2059892588357053101, t = (nil)
NOT FOUND 1567767473864815664, t = (nil)
NOT FOUND 2961935409166805268, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7353295593189172042, t = (nil)
NOT FOUND 540661361980803387, t = (nil)
NOT FOUND 6440367845676744159, t = (nil)
NOT FOUND 2373786327308548363, t = (nil)
NOT FOUND 5860055103268372440, t = (nil)
NOT FOUND 3967840295124967166, t = (nil)
NOT FOUND 4450009338956830022, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 6707603873330262017, t = (nil)
NOT FOUND 3661822291826393658, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3903033571485706468, t = (nil)
NOT FOUND 4452331820309717385, t = (nil)
NOT FOUND 8919220802590662374, t = (nil)
NOT FOUND 3030304196123667290, t = (nil)
NOT FOUND 8446638218053335227, t = (nil)
NOT FOUND 6605002282676641041, t = (nil)
NOT FOUND 7870565493207151268, t = (nil)
NOT FOUND 1280719125848903101, t = (nil)
NOT FOUND 3616408617898171124, t = (nil)
NOT FOUND 4294684056473309817, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 5923961801651672689, t = (nil)
NOT FOUND 551280754479554980, t = (nil)
NOT FOUND 7263287093226310286, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7852610701459938943, t = (nil)
NOT FOUND 7002717501634439038, t = (nil)
NOT FOUND 2781251875820354761, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 7508231743684397273, t = (nil)
NOT FOUND 4132157998740812425, t = (nil)
NOT FOUND 6556381623532518168, t = (nil)
NOT FOUND 5654899506110535589, t = (nil)
NOT FOUND 3945470478361376504, t = (nil)
NOT FOUND 8517372377484589341, t = (nil)
NOT FOUND 4021392678920167164, t = (nil)
NOT FOUND 5374888511455013217, t = (nil)
NOT FOUND 3545288824671515805, t = (nil)
NOT FOUND 68060776822244222, t = (nil)
NOT FOUND 7143611094324420863, t = (nil)
NOT FOUND 2033495638281748134, t = (nil)
NOT FOUND 2787943683793800779, t = (nil)
NOT FOUND 3279454121733301193, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 9052977111082806121, t = (nil)
NOT FOUND 920215472347110820, t = (nil)
NOT FOUND 2391847931270102007, t = (nil)
NOT FOUND 1239793292602209658, t = (nil)
NOT FOUND 1721993790046766414, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 8748371194255950494, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 7181565538869451397, t = (nil)
NOT FOUND 6426091827590052551, t = (nil)
NOT FOUND 4855289306981966920, t = (nil)
NOT FOUND 4773781318490877338, t = (nil)
NOT FOUND 8909058757245982043, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 8908213369411398047, t = (nil)
NOT FOUND 9219065650634194018, t = (nil)
NOT FOUND 3338053688815086998, t = (nil)
NOT FOUND 8093068642869927049, t = (nil)
NOT FOUND 5917962539662819265, t = (nil)
NOT FOUND 3511602292940634571, t = (nil)
NOT FOUND 7541128046351055801, t = (nil)
NOT FOUND 2253452029914200514, t = (nil)
NOT FOUND 4129484831107496886, t = (nil)
NOT FOUND 5400554839635412017, t = (nil)
NOT FOUND 956271451372563494, t = (nil)
NOT FOUND 7686157818004255042, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 271369686706617497, t = (nil)
NOT FOUND 1044149994927150815, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 1403781885480098487, t = (nil)
NOT FOUND 4307157552404936422, t = (nil)
NOT FOUND 4041852273376525228, t = (nil)
NOT FOUND 5616190110958406299, t = (nil)
NOT FOUND 309164161213887163, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 8542916381163272939, t = (nil)
NOT FOUND 4466450165875049370, t = (nil)
NOT FOUND 2486733044813482749, t = (nil)
NOT FOUND 1937624025470607452, t = (nil)
NOT FOUND 6852972754835591002, t = (nil)
NOT FOUND 9019956708167846055, t = (nil)
NOT FOUND 5394378303478573753, t = (nil)
NOT FOUND 8305957392059739379, t = (nil)
NOT FOUND 1378292843515617120, t = (nil)
NOT FOUND 8085994125883243767, t = (nil)
NOT FOUND 7759257671503993524, t = (nil)
NOT FOUND 2872201581719046294, t = (nil)
NOT FOUND 6805954305687917364, t = (nil)
NOT FOUND 5637554773641326699, t = (nil)
NOT FOUND 7209952608591977573, t = (nil)
NOT FOUND 7606237672245518649, t = (nil)
NOT FOUND 5165578513067656849, t = (nil)
NOT FOUND 3510009986586131720, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 8267169313479504457, t = (nil)
NOT FOUND 6774430693068566334, t = (nil)
NOT FOUND 2643185256763756629, t = (nil)
NOT FOUND 7480733681386238758, t = (nil)
NOT FOUND 4336078908349518572, t = (nil)
NOT FOUND 4503261746837092261, t = (nil)
NOT FOUND 7376811433241655504, t = (nil)
NOT FOUND 6744595944494638466, t = (nil)
NOT FOUND 5483730373590865418, t = (nil)
NOT FOUND 2604863757736558547, t = (nil)
NOT FOUND 2758145136750598212, t = (nil)
NOT FOUND 729644455744567154, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 5264649281284777661, t = (nil)
NOT FOUND 9149276015132377694, t = (nil)
NOT FOUND 8748371194255950494, t = (nil)
NOT FOUND 4921451923051886536, t = (nil)
NOT FOUND 8544700314492703733, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 7427309251211431712, t = (nil)
NOT FOUND 2555169153864545113, t = (nil)
NOT FOUND 424951629677704334, t = (nil)
NOT FOUND 1432250273407681445, t = (nil)
NOT FOUND 8082355475551698541, t = (nil)
NOT FOUND 8149424559147908578, t = (nil)
NOT FOUND 8204970199423244214, t = (nil)
NOT FOUND 5332505235923633901, t = (nil)
NOT FOUND 6305010521592463090, t = (nil)
NOT FOUND 3186109882038957785, t = (nil)
NOT FOUND 1748853006422545687, t = (nil)
NOT FOUND 6884748195793283758, t = (nil)
NOT FOUND 583122023515347552, t = (nil)
NOT FOUND 7018658070811127623, t = (nil)
NOT FOUND 3216441131426571720, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 3874680051495314254, t = (nil)
NOT FOUND 2090437065918262948, t = (nil)
NOT FOUND 7702406902289946510, t = (nil)
NOT FOUND 6998691975497147951, t = (nil)
NOT FOUND 3110513845028959384, t = (nil)
NOT FOUND 886453813776812793, t = (nil)
NOT FOUND 1937138803208716108, t = (nil)
NOT FOUND 9219838049465965451, t = (nil)
NOT FOUND 3072128399122348728, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 928628334777307329, t = (nil)
NOT FOUND 95034161447399795, t = (nil)
NOT FOUND 2976447156060329910, t = (nil)
NOT FOUND 6274930009020556887, t = (nil)
NOT FOUND 1966051175378868529, t = (nil)
NOT FOUND 7532151420089023885, t = (nil)
NOT FOUND 4468896222512594893, t = (nil)
NOT FOUND 8762791847340071105, t = (nil)
NOT FOUND 2590885882984067874, t = (nil)
NOT FOUND 6864836659913428730, t = (nil)
NOT FOUND 1308054892749765428, t = (nil)
NOT FOUND 1829677872985964724, t = (nil)
NOT FOUND 400524203749733245, t = (nil)
NOT FOUND 529562102391081416, t = (nil)
NOT FOUND 8781460052409089527, t = (nil)
NOT FOUND 1567767473864815664, t = (nil)
NOT FOUND 2268747263750475133, t = (nil)
NOT FOUND 4567166421143083310, t = (nil)
NOT FOUND 1710529338002331033, t = (nil)
NOT FOUND 9049653661409081125, t = (nil)
NOT FOUND 5364126775278651812, t = (nil)
NOT FOUND 4246892793278530175, t = (nil)
NOT FOUND 2454475938268373026, t = (nil)
NOT FOUND 5067909296409171993, t = (nil)
NOT FOUND 7096996627727449206, t = (nil)
NOT FOUND 5707243838444172805, t = (nil)
NOT FOUND 5330776635831358732, t = (nil)
NOT FOUND 2907714727454431386, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 6362588433085103754, t = (nil)
NOT FOUND 3606500937881894692, t = (nil)
NOT FOUND 1455789399565353400, t = (nil)
NOT FOUND 8941388576403882091, t = (nil)
NOT FOUND 8748888587685901755, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4775809615419541624, t = (nil)
NOT FOUND 5509785258401245656, t = (nil)
NOT FOUND 8393281092608834748, t = (nil)
NOT FOUND 1875280409507488414, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 1210965390383692016, t = (nil)
NOT FOUND 2345577442780989330, t = (nil)
NOT FOUND 3515051028715244710, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 726039770951982926, t = (nil)
NOT FOUND 9109266873771077497, t = (nil)
NOT FOUND 3455015119935018887, t = (nil)
NOT FOUND 1219925097183786914, t = (nil)
NOT FOUND 6317066424956288213, t = (nil)
NOT FOUND 5290163641137978507, t = (nil)
NOT FOUND 3242149361966437828, t = (nil)
NOT FOUND 1709062327573705150, t = (nil)
NOT FOUND 7279003129936515041, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3609806512322098766, t = (nil)
NOT FOUND 8685780615176461047, t = (nil)
NOT FOUND 3093101928919633577, t = (nil)
NOT FOUND 7130573186993214734, t = (nil)
NOT FOUND 4991804309227705476, t = (nil)
NOT FOUND 8714195464449683403, t = (nil)
NOT FOUND 3511602292940634571, t = (nil)
NOT FOUND 9063659955449751151, t = (nil)
NOT FOUND 183176136007037664, t = (nil)
NOT FOUND 1124572562205460219, t = (nil)
NOT FOUND 6034131478915023077, t = (nil)
NOT FOUND 6842279388072060205, t = (nil)
NOT FOUND 1649630295875788164, t = (nil)
NOT FOUND 6577814089537640550, t = (nil)
NOT FOUND 3497351788151977701, t = (nil)
NOT FOUND 76822887392650311, t = (nil)
NOT FOUND 8748371194255950494, t = (nil)
NOT FOUND 3776863599396887042, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3511602292940634571, t = (nil)
NOT FOUND 8594648491145602677, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7102447336211408183, t = (nil)
NOT FOUND 7722796941731037923, t = (nil)
NOT FOUND 9021345640359517740, t = (nil)
NOT FOUND 403275492178071593, t = (nil)
NOT FOUND 4468291031315366827, t = (nil)
NOT FOUND 6215629316574325028, t = (nil)
NOT FOUND 7113740295050487643, t = (nil)
NOT FOUND 2682728472770018776, t = (nil)
NOT FOUND 5239107024115807898, t = (nil)
NOT FOUND 6084016692903282722, t = (nil)
NOT FOUND 2789931903906421183, t = (nil)
NOT FOUND 2794553492826787810, t = (nil)
NOT FOUND 840802775040478043, t = (nil)
NOT FOUND 5072048110522618596, t = (nil)
NOT FOUND 8876427341845249606, t = (nil)
NOT FOUND 9168816073569496582, t = (nil)
NOT FOUND 5689316431004892471, t = (nil)
NOT FOUND 6524373853160159513, t = (nil)
NOT FOUND 8478140328147322973, t = (nil)
NOT FOUND 4968562833035992624, t = (nil)
NOT FOUND 5827062069577403149, t = (nil)
NOT FOUND 6122235694989228718, t = (nil)
NOT FOUND 2743188913254466437, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 3511602292940634571, t = (nil)
NOT FOUND 939353001457687539, t = (nil)
NOT FOUND 2480015255029932651, t = (nil)
NOT FOUND 8322141934524051410, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6981610789437484172, t = (nil)
NOT FOUND 2282202088652185338, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 3273831768329101342, t = (nil)
NOT FOUND 3774672768641501194, t = (nil)
NOT FOUND 3830633285638539079, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 9018418796934167694, t = (nil)
NOT FOUND 3362015124371855029, t = (nil)
NOT FOUND 2850965633101615217, t = (nil)
NOT FOUND 5773301884957045769, t = (nil)
NOT FOUND 6444515773372598763, t = (nil)
NOT FOUND 8826744963355787978, t = (nil)
NOT FOUND 1911747504495974801, t = (nil)
NOT FOUND 4959955762435893588, t = (nil)
NOT FOUND 6231178643690692115, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7190818320289094336, t = (nil)
NOT FOUND 8748371194255950494, t = (nil)
NOT FOUND 5575171227526126788, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 8084835176459657330, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4463948788309957379, t = (nil)
NOT FOUND 3278040480164705444, t = (nil)
NOT FOUND 1210342445967600431, t = (nil)
NOT FOUND 3339431016651589767, t = (nil)
NOT FOUND 4837425824723723747, t = (nil)
NOT FOUND 1372915348385936798, t = (nil)
NOT FOUND 8026096889709862978, t = (nil)
NOT FOUND 2739066539853252058, t = (nil)
NOT FOUND 3985815723287158128, t = (nil)
NOT FOUND 4028478007627806752, t = (nil)
NOT FOUND 7454950537415846717, t = (nil)
NOT FOUND 7966741268789121284, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 5745842514167356678, t = (nil)
NOT FOUND 4858717347699220039, t = (nil)
NOT FOUND 654981104398327631, t = (nil)
NOT FOUND 987654828948725812, t = (nil)
NOT FOUND 5830353490115778802, t = (nil)
NOT FOUND 4306304188856190192, t = (nil)
NOT FOUND 1766927326395856718, t = (nil)
NOT FOUND 7715414631399091009, t = (nil)
NOT FOUND 3355854410008247582, t = (nil)
NOT FOUND 2303366036439397937, t = (nil)
NOT FOUND 1555735768686695306, t = (nil)
NOT FOUND 3570359187607831184, t = (nil)
NOT FOUND 6035821659508886633, t = (nil)
NOT FOUND 8811457312899469602, t = (nil)
NOT FOUND 3497351788151977701, t = (nil)
NOT FOUND 8252654553668076825, t = (nil)
NOT FOUND 4944708629331216788, t = (nil)
NOT FOUND 8976397414559837966, t = (nil)
NOT FOUND 2246666175417288982, t = (nil)
NOT FOUND 9040704517286645858, t = (nil)
NOT FOUND 8178151382380928406, t = (nil)
NOT FOUND 8447672660015137692, t = (nil)
NOT FOUND 3716870090348834521, t = (nil)
NOT FOUND 8913405489020163954, t = (nil)
NOT FOUND 5062353510460852546, t = (nil)
NOT FOUND 2430649632174087775, t = (nil)
NOT FOUND 7880095014112299217, t = (nil)
NOT FOUND 2344983503295446034, t = (nil)
NOT FOUND 3443974084190976460, t = (nil)
NOT FOUND 8098669000549135048, t = (nil)
NOT FOUND 4789197309763926612, t = (nil)
NOT FOUND 3753336577489960949, t = (nil)
NOT FOUND 6468599817363165571, t = (nil)
NOT FOUND 3969224034689932330, t = (nil)
NOT FOUND 3436585529899343862, t = (nil)
NOT FOUND 4451219496279996965, t = (nil)
NOT FOUND 3889801678358062182, t = (nil)
NOT FOUND 2247356314801606980, t = (nil)
NOT FOUND 579588773379525450, t = (nil)
NOT FOUND 1457328869479543719, t = (nil)
NOT FOUND 7330821724470279152, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 4844955044515640690, t = (nil)
NOT FOUND 2070060387450974361, t = (nil)
NOT FOUND 1084592930679995769, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 4443268118591974957, t = (nil)
NOT FOUND 6914560613569516404, t = (nil)
NOT FOUND 5367463757658209075, t = (nil)
NOT FOUND 127771574941779470, t = (nil)
NOT FOUND 675542427896816315, t = (nil)
NOT FOUND 1777671007481685148, t = (nil)
NOT FOUND 785884450145771415, t = (nil)
NOT FOUND 3736793307219896825, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 4096533716424357055, t = (nil)
NOT FOUND 1118744556845359460, t = (nil)
NOT FOUND 5162426864414029048, t = (nil)
NOT FOUND 5523122014744768654, t = (nil)
NOT FOUND 2920627890550268138, t = (nil)
NOT FOUND 981089875790604850, t = (nil)
NOT FOUND 803804154463161493, t = (nil)
NOT FOUND 5800429733947025226, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 4638303084367813845, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 8438985098095804555, t = (nil)
NOT FOUND 4179473129110460916, t = (nil)
NOT FOUND 6370487816053338248, t = (nil)
NOT FOUND 5507864837311641404, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6665695791537732175, t = (nil)
NOT FOUND 338883329519820536, t = (nil)
NOT FOUND 8176110544749849778, t = (nil)
NOT FOUND 3313934282312628593, t = (nil)
NOT FOUND 6497168846562512626, t = (nil)
NOT FOUND 3292060354772394983, t = (nil)
NOT FOUND 3684280378827556139, t = (nil)
NOT FOUND 2430788301494978199, t = (nil)
NOT FOUND 8124198025624449830, t = (nil)
NOT FOUND 2127380500764935592, t = (nil)
NOT FOUND 3966678451512180532, t = (nil)
NOT FOUND 4596896923821730674, t = (nil)
NOT FOUND 8524034951796056551, t = (nil)
NOT FOUND 549629837423994797, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 7070645891915918444, t = (nil)
NOT FOUND 4318190145400069126, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 6168192889343742887, t = (nil)
NOT FOUND 2163896023888846319, t = (nil)
NOT FOUND 4678895237465982445, t = (nil)
NOT FOUND 8955754984403790052, t = (nil)
NOT FOUND 2069168063419507944, t = (nil)
NOT FOUND 5328023125057591873, t = (nil)
NOT FOUND 5250228724512474878, t = (nil)
NOT FOUND 4668079638380486705, t = (nil)
NOT FOUND 385398323599665847, t = (nil)
NOT FOUND 5618696819430647914, t = (nil)
NOT FOUND 9009760841627892310, t = (nil)
NOT FOUND 2351604746935914865, t = (nil)
NOT FOUND 9061666525556355147, t = (nil)
NOT FOUND 6342253899243852175, t = (nil)
NOT FOUND 4634756798813079932, t = (nil)
NOT FOUND 7520782080641358673, t = (nil)
NOT FOUND 6573282123388131982, t = (nil)
NOT FOUND 4707690779471411546, t = (nil)
NOT FOUND 824533890665493042, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7851098861024537156, t = (nil)
NOT FOUND 5346931273592166230, t = (nil)
NOT FOUND 166172579942508603, t = (nil)
NOT FOUND 7241104730159015288, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 75549749841494037, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 1567767473864815664, t = (nil)
