Turbo Boost disabled for all CPUs
2
../quartz/scripts/../build/src/lib/libnvmemul.so
../quartz/scripts/../nvmemul.ini

===== B-Tree App Output =====

NOT FOUND 1913842611312339781, t = (nil)
NOT FOUND 6538400437666223279, t = (nil)
NOT FOUND 7534555563446960012, t = (nil)
NOT FOUND 2505964173007042780, t = (nil)
NOT FOUND 7683508384762521582, t = (nil)
NOT FOUND 6667616268277573185, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 6024274391415427916, t = (nil)
NOT FOUND 1214044568894603402, t = (nil)
NOT FOUND 4069765238011370783, t = (nil)
NOT FOUND 4170832423548844956, t = (nil)
NOT FOUND 6578826063474838659, t = (nil)
NOT FOUND 2626493517634700966, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 918040813165364526, t = (nil)
NOT FOUND 5256579184731788078, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 8886611038023142218, t = (nil)
NOT FOUND 4435521790879664913, t = (nil)
NOT FOUND 5854807458593811927, t = (nil)
NOT FOUND 6827250768669509898, t = (nil)
NOT FOUND 667449762030920598, t = (nil)
NOT FOUND 6700836780149826436, t = (nil)
NOT FOUND 4197009603788409802, t = (nil)
NOT FOUND 4807920994099290525, t = (nil)
NOT FOUND 8719916831011661021, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 832518950122685251, t = (nil)
NOT FOUND 8626245114423616706, t = (nil)
NOT FOUND 5163644267845808911, t = (nil)
NOT FOUND 4953585446182328429, t = (nil)
NOT FOUND 1523042997793677542, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 8980035984338735454, t = (nil)
NOT FOUND 277745250996478363, t = (nil)
NOT FOUND 2487647983828238199, t = (nil)
NOT FOUND 4984630365304928960, t = (nil)
NOT FOUND 3819522097363882339, t = (nil)
NOT FOUND 2325176063450857804, t = (nil)
NOT FOUND 8007292642428937116, t = (nil)
NOT FOUND 5248354198535958455, t = (nil)
NOT FOUND 6044015945631325536, t = (nil)
NOT FOUND 541899232071485039, t = (nil)
NOT FOUND 6062537937679578700, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 296040532980783461, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 9064681110927154047, t = (nil)
NOT FOUND 5281813672822223363, t = (nil)
NOT FOUND 2839709909092277495, t = (nil)
NOT FOUND 2669783931817632837, t = (nil)
NOT FOUND 24978926731430081, t = (nil)
NOT FOUND 6878325952147073103, t = (nil)
NOT FOUND 7692653195838605871, t = (nil)
NOT FOUND 2707893414100549783, t = (nil)
NOT FOUND 6829763323120545440, t = (nil)
NOT FOUND 2239048957262471329, t = (nil)
NOT FOUND 8167712508774464513, t = (nil)
NOT FOUND 3479397881056637042, t = (nil)
NOT FOUND 1237629886775125439, t = (nil)
NOT FOUND 2638518135916379013, t = (nil)
NOT FOUND 3243833029838258879, t = (nil)
NOT FOUND 1150187114793884014, t = (nil)
NOT FOUND 1152318952078663821, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 3007789150174466005, t = (nil)
NOT FOUND 3533989193270526275, t = (nil)
NOT FOUND 918814108190324608, t = (nil)
NOT FOUND 1095242072291968996, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 3048492315226099516, t = (nil)
NOT FOUND 4493426015954751864, t = (nil)
NOT FOUND 6768761057181966065, t = (nil)
NOT FOUND 5502887325751456154, t = (nil)
NOT FOUND 665572427351054988, t = (nil)
NOT FOUND 9138913303130726202, t = (nil)
NOT FOUND 4883379903316910627, t = (nil)
NOT FOUND 1253988968095368305, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 6112218215962308378, t = (nil)
NOT FOUND 8853608366922483243, t = (nil)
NOT FOUND 7685880570399542272, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 5201217198832490251, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 663554008575440582, t = (nil)
NOT FOUND 2212360433869130678, t = (nil)
NOT FOUND 5760455318684341683, t = (nil)
NOT FOUND 2157572028868025172, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 6202011976258314064, t = (nil)
NOT FOUND 5829520827563594915, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 4362103577684200749, t = (nil)
NOT FOUND 5234042902113224243, t = (nil)
NOT FOUND 704191372386126418, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 8429073001945287670, t = (nil)
NOT FOUND 1255192812994437168, t = (nil)
NOT FOUND 1764239069694403133, t = (nil)
NOT FOUND 7665189745805512444, t = (nil)
NOT FOUND 4791773020816621917, t = (nil)
NOT FOUND 4263322289616605752, t = (nil)
NOT FOUND 334957521792586137, t = (nil)
NOT FOUND 2316668847302315857, t = (nil)
NOT FOUND 3636316819347949929, t = (nil)
NOT FOUND 7332642812279399473, t = (nil)
NOT FOUND 7637268877203913849, t = (nil)
NOT FOUND 1634882749307914941, t = (nil)
NOT FOUND 425217075451167740, t = (nil)
NOT FOUND 6773473633025594642, t = (nil)
NOT FOUND 7669990570397273557, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 6590302054775450222, t = (nil)
NOT FOUND 6839407260770134460, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 6159198715128886095, t = (nil)
NOT FOUND 5649602151297533398, t = (nil)
NOT FOUND 3646841779135857925, t = (nil)
NOT FOUND 148560024393870982, t = (nil)
NOT FOUND 7439482428897465559, t = (nil)
NOT FOUND 3445819946633833425, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 3417386250225308820, t = (nil)
NOT FOUND 973068835994307226, t = (nil)
NOT FOUND 1209983909442255415, t = (nil)
NOT FOUND 3904302702182869912, t = (nil)
NOT FOUND 8278957466905048469, t = (nil)
NOT FOUND 6802279537834931695, t = (nil)
NOT FOUND 3669836758237743695, t = (nil)
NOT FOUND 7117586567902342907, t = (nil)
NOT FOUND 321402898049252852, t = (nil)
NOT FOUND 1739688981870243044, t = (nil)
NOT FOUND 6448124373307787552, t = (nil)
NOT FOUND 8564977935521298723, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 6933881990992746534, t = (nil)
NOT FOUND 5261087961977118043, t = (nil)
NOT FOUND 4644973563020220815, t = (nil)
NOT FOUND 918814108190324608, t = (nil)
NOT FOUND 4497440411049717759, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 1847047423193897228, t = (nil)
NOT FOUND 5592355762446242395, t = (nil)
NOT FOUND 8840305985424873367, t = (nil)
NOT FOUND 6312787962148275159, t = (nil)
NOT FOUND 5103439212117709305, t = (nil)
NOT FOUND 643019055141199250, t = (nil)
NOT FOUND 1779736784743014318, t = (nil)
NOT FOUND 1347486952411323045, t = (nil)
NOT FOUND 2512162386998587373, t = (nil)
NOT FOUND 2215240782350796866, t = (nil)
NOT FOUND 3530210107050020870, t = (nil)
NOT FOUND 1292536161638239600, t = (nil)
NOT FOUND 6332210741798344041, t = (nil)
NOT FOUND 1471758929554372084, t = (nil)
NOT FOUND 5592355762446242395, t = (nil)
NOT FOUND 6212715411999600917, t = (nil)
NOT FOUND 1001580013460371467, t = (nil)
NOT FOUND 4580455527738822032, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 596611661527894312, t = (nil)
NOT FOUND 3468216999274376606, t = (nil)
NOT FOUND 3138626999895618088, t = (nil)
NOT FOUND 5990972810846413874, t = (nil)
NOT FOUND 919806716807353194, t = (nil)
NOT FOUND 5592355762446242395, t = (nil)
NOT FOUND 5490932986815824205, t = (nil)
NOT FOUND 3856170089420297637, t = (nil)
NOT FOUND 3594164803868412998, t = (nil)
NOT FOUND 8110256511501609327, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 527029697420806492, t = (nil)
NOT FOUND 1412237111541014038, t = (nil)
NOT FOUND 5453164160223528376, t = (nil)
NOT FOUND 81830754055183233, t = (nil)
NOT FOUND 5613008759330301753, t = (nil)
NOT FOUND 1681644021723052862, t = (nil)
NOT FOUND 7064578149492662088, t = (nil)
NOT FOUND 7114837473050922559, t = (nil)
NOT FOUND 1963813849679798823, t = (nil)
NOT FOUND 5808224610591541137, t = (nil)
NOT FOUND 4236727589319732276, t = (nil)
NOT FOUND 7421348083507059044, t = (nil)
NOT FOUND 3828785628651140711, t = (nil)
NOT FOUND 1586928259675074994, t = (nil)
NOT FOUND 1740416718339976126, t = (nil)
NOT FOUND 8146961468319160348, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 3566012435309889175, t = (nil)
NOT FOUND 4232642573140466432, t = (nil)
NOT FOUND 339878316456045667, t = (nil)
NOT FOUND 8120785167975266892, t = (nil)
NOT FOUND 8167498066141158580, t = (nil)
NOT FOUND 950645097384482178, t = (nil)
NOT FOUND 4704665421435605042, t = (nil)
NOT FOUND 9012673187861400237, t = (nil)
NOT FOUND 1054318592129085830, t = (nil)
NOT FOUND 4603127360085216479, t = (nil)
NOT FOUND 4103526773977568071, t = (nil)
NOT FOUND 4485217973616654629, t = (nil)
NOT FOUND 3187835048986235752, t = (nil)
NOT FOUND 6343163483627528831, t = (nil)
NOT FOUND 8786596189698135920, t = (nil)
NOT FOUND 3707915619825302344, t = (nil)
NOT FOUND 4806034802627746807, t = (nil)
NOT FOUND 1813441017746329066, t = (nil)
NOT FOUND 2513259400093320987, t = (nil)
NOT FOUND 704501883977229760, t = (nil)
NOT FOUND 6797548517003649566, t = (nil)
NOT FOUND 8068705169713930505, t = (nil)
NOT FOUND 1918173570421219577, t = (nil)
NOT FOUND 3821033744327667840, t = (nil)
NOT FOUND 7721836521560177491, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 2451868170824415411, t = (nil)
NOT FOUND 1255192812994437168, t = (nil)
NOT FOUND 6267320047600681257, t = (nil)
NOT FOUND 5238907148996990401, t = (nil)
NOT FOUND 7632004198758980701, t = (nil)
NOT FOUND 3060258345899325949, t = (nil)
NOT FOUND 8980035984338735454, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 2593341616805761335, t = (nil)
NOT FOUND 6151736252898641318, t = (nil)
NOT FOUND 3200007221648717835, t = (nil)
NOT FOUND 3199540369378461176, t = (nil)
NOT FOUND 6580194915992052559, t = (nil)
NOT FOUND 7073124400905091335, t = (nil)
NOT FOUND 589569194155746365, t = (nil)
NOT FOUND 5854807458593811927, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 3248010754423645508, t = (nil)
NOT FOUND 4991326249820996683, t = (nil)
NOT FOUND 4506861217092700613, t = (nil)
NOT FOUND 6187435671484491169, t = (nil)
NOT FOUND 6435244668939656926, t = (nil)
NOT FOUND 3744025866354810445, t = (nil)
NOT FOUND 7395549806264525229, t = (nil)
NOT FOUND 8834900680830326244, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 3570980243269604418, t = (nil)
NOT FOUND 7440549322960747830, t = (nil)
NOT FOUND 5087412766659825507, t = (nil)
NOT FOUND 367049597461025831, t = (nil)
NOT FOUND 4735319036783494153, t = (nil)
NOT FOUND 4485217973616654629, t = (nil)
NOT FOUND 1413149562601509876, t = (nil)
NOT FOUND 4356734400723376818, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 9040197669516076713, t = (nil)
NOT FOUND 7505922024399184460, t = (nil)
NOT FOUND 1198355946154304568, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 920843834539754484, t = (nil)
NOT FOUND 6250322269212826505, t = (nil)
NOT FOUND 254185811956527703, t = (nil)
NOT FOUND 1769856580255263012, t = (nil)
NOT FOUND 1255192812994437168, t = (nil)
NOT FOUND 8737711232498289623, t = (nil)
NOT FOUND 615739042373495148, t = (nil)
NOT FOUND 9149063226106961536, t = (nil)
NOT FOUND 4658687027609241529, t = (nil)
NOT FOUND 476729511238617668, t = (nil)
NOT FOUND 8056522310711882726, t = (nil)
NOT FOUND 7173671016658346938, t = (nil)
NOT FOUND 5199759917286343878, t = (nil)
NOT FOUND 1255192812994437168, t = (nil)
NOT FOUND 5610467933097598577, t = (nil)
NOT FOUND 4653433768611543300, t = (nil)
NOT FOUND 2620961228544252347, t = (nil)
NOT FOUND 8616631159374880115, t = (nil)
NOT FOUND 1582908502706899152, t = (nil)
NOT FOUND 5590018981245164471, t = (nil)
NOT FOUND 5680028189242601960, t = (nil)
NOT FOUND 5460733182088715625, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 7561500254208482492, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 9018497810676727291, t = (nil)
NOT FOUND 1975974047601428974, t = (nil)
NOT FOUND 5760223517444281652, t = (nil)
NOT FOUND 207416671846773512, t = (nil)
NOT FOUND 7552334016783989587, t = (nil)
NOT FOUND 4769060891094379033, t = (nil)
NOT FOUND 1840553484760165848, t = (nil)
NOT FOUND 4360260909995169232, t = (nil)
NOT FOUND 1116322487865572856, t = (nil)
NOT FOUND 2577877610537112814, t = (nil)
NOT FOUND 8602418197196016886, t = (nil)
NOT FOUND 7044194949165117164, t = (nil)
NOT FOUND 4674970522775293129, t = (nil)
NOT FOUND 573823410019871387, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 5592355762446242395, t = (nil)
NOT FOUND 5719454526459869883, t = (nil)
NOT FOUND 2442879828467132703, t = (nil)
NOT FOUND 3026057559294255102, t = (nil)
NOT FOUND 9125114155226419634, t = (nil)
NOT FOUND 1877240900964357803, t = (nil)
NOT FOUND 6025448482445074869, t = (nil)
NOT FOUND 5001212424912169354, t = (nil)
NOT FOUND 110696441640859350, t = (nil)
NOT FOUND 1261991885847268973, t = (nil)
NOT FOUND 8358053689723378325, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 2628230832739049043, t = (nil)
NOT FOUND 8820286774674860247, t = (nil)
NOT FOUND 1488720828679529257, t = (nil)
NOT FOUND 4645535940830999270, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 3428815988716377335, t = (nil)
NOT FOUND 5969270930630537883, t = (nil)
NOT FOUND 7568459469121554917, t = (nil)
NOT FOUND 6454021190047399976, t = (nil)
NOT FOUND 6754617728757357410, t = (nil)
NOT FOUND 5761045793976404590, t = (nil)
NOT FOUND 5407148386929013873, t = (nil)
NOT FOUND 5433865593952623522, t = (nil)
NOT FOUND 4240658798190977078, t = (nil)
NOT FOUND 3536172308131966344, t = (nil)
NOT FOUND 4268014523888001482, t = (nil)
NOT FOUND 724050438124968725, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 2338566671786330861, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 9071094065174998046, t = (nil)
NOT FOUND 3065597938069506698, t = (nil)
NOT FOUND 2803820282413790972, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 7496290828882953228, t = (nil)
NOT FOUND 569356231618453286, t = (nil)
NOT FOUND 1351523822059541955, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 7855064917462137656, t = (nil)
NOT FOUND 3938692870659190206, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 8534923546285591564, t = (nil)
NOT FOUND 7466360455467501923, t = (nil)
NOT FOUND 4846123588961530710, t = (nil)
NOT FOUND 291002978218778880, t = (nil)
NOT FOUND 6224471989543374707, t = (nil)
NOT FOUND 5865242336422195795, t = (nil)
NOT FOUND 6931124029666565016, t = (nil)
NOT FOUND 8606698364503502206, t = (nil)
NOT FOUND 4543511992322357162, t = (nil)
NOT FOUND 2451977696902582884, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 8067358562553134923, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 6860836975925811424, t = (nil)
NOT FOUND 918814108190324608, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 3209539826465372608, t = (nil)
NOT FOUND 3508674042382337684, t = (nil)
NOT FOUND 1975611357975980262, t = (nil)
NOT FOUND 8040725909497875655, t = (nil)
NOT FOUND 4726558759595162166, t = (nil)
NOT FOUND 8125957412544958889, t = (nil)
NOT FOUND 4861207458811141205, t = (nil)
NOT FOUND 6452423427864329149, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 7185711255390167140, t = (nil)
NOT FOUND 8710469634389969132, t = (nil)
NOT FOUND 6277050271736180866, t = (nil)
NOT FOUND 5086003962080261379, t = (nil)
NOT FOUND 735009975293804646, t = (nil)
NOT FOUND 8013376565019177628, t = (nil)
NOT FOUND 7471015179370980802, t = (nil)
NOT FOUND 1074419845004009959, t = (nil)
NOT FOUND 8788728809833347944, t = (nil)
NOT FOUND 70372939486484011, t = (nil)
NOT FOUND 212893673166540333, t = (nil)
NOT FOUND 5326231931586183100, t = (nil)
NOT FOUND 400989671936631925, t = (nil)
NOT FOUND 5856178930094117516, t = (nil)
NOT FOUND 4301634159786247320, t = (nil)
NOT FOUND 3675511828846937675, t = (nil)
NOT FOUND 2058001125685065529, t = (nil)
NOT FOUND 8874270874565142407, t = (nil)
NOT FOUND 5716026241373097501, t = (nil)
NOT FOUND 4395397298487507667, t = (nil)
NOT FOUND 5945355793765589741, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 8052755442084879615, t = (nil)
NOT FOUND 7874081582631060546, t = (nil)
NOT FOUND 5149092527974842735, t = (nil)
NOT FOUND 4939449554813764483, t = (nil)
NOT FOUND 2058399980318955210, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 4562752423611715808, t = (nil)
NOT FOUND 3824382336324301222, t = (nil)
NOT FOUND 3366302819741126439, t = (nil)
NOT FOUND 3187806308185883166, t = (nil)
NOT FOUND 1908312653899089882, t = (nil)
NOT FOUND 8658047837181750254, t = (nil)
NOT FOUND 7383513513390817487, t = (nil)
NOT FOUND 8224274890751491637, t = (nil)
NOT FOUND 3595290500419775288, t = (nil)
NOT FOUND 2070041057811449143, t = (nil)
NOT FOUND 4318509616873464625, t = (nil)
NOT FOUND 6580194915992052559, t = (nil)
NOT FOUND 8886780861437650390, t = (nil)
NOT FOUND 3584381979575391128, t = (nil)
NOT FOUND 4016653685362997931, t = (nil)
NOT FOUND 412698523305519209, t = (nil)
NOT FOUND 7437507263881605680, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 4139870469330035117, t = (nil)
NOT FOUND 2646276461587763232, t = (nil)
NOT FOUND 4870166253406680673, t = (nil)
NOT FOUND 6591000307569201578, t = (nil)
NOT FOUND 2286737734297190022, t = (nil)
NOT FOUND 7167671848122507290, t = (nil)
NOT FOUND 1410712678872570918, t = (nil)
NOT FOUND 7329554645358534566, t = (nil)
NOT FOUND 1874157368301613053, t = (nil)
NOT FOUND 1858281538127662685, t = (nil)
NOT FOUND 5381165642960127305, t = (nil)
NOT FOUND 3854180237398162871, t = (nil)
NOT FOUND 5712354775553449231, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 8647279315521552419, t = (nil)
NOT FOUND 1484983395443532742, t = (nil)
NOT FOUND 9045654175142664771, t = (nil)
NOT FOUND 1680976677013380498, t = (nil)
NOT FOUND 3291904182073912319, t = (nil)
NOT FOUND 8737752415791842499, t = (nil)
NOT FOUND 1870488365825172409, t = (nil)
NOT FOUND 8587417231876986611, t = (nil)
NOT FOUND 4761649767663480623, t = (nil)
NOT FOUND 5125580761435494416, t = (nil)
NOT FOUND 4170066288813671496, t = (nil)
NOT FOUND 7965269274409821291, t = (nil)
NOT FOUND 1342712795333162435, t = (nil)
NOT FOUND 6827250768669509898, t = (nil)
NOT FOUND 1972091171656371691, t = (nil)
NOT FOUND 1343509626560141654, t = (nil)
NOT FOUND 6838045192428804102, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 1847047423193897228, t = (nil)
NOT FOUND 398563708712187578, t = (nil)
NOT FOUND 5216301094974383657, t = (nil)
NOT FOUND 8677849619933238215, t = (nil)
NOT FOUND 4026185645094476790, t = (nil)
NOT FOUND 2567466307003975412, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 1452245532864380015, t = (nil)
NOT FOUND 932671090518074194, t = (nil)
NOT FOUND 8086797321736310436, t = (nil)
NOT FOUND 3828785628651140711, t = (nil)
NOT FOUND 6184287380390398367, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 6784497479915597145, t = (nil)
NOT FOUND 7088904661299220371, t = (nil)
NOT FOUND 168498125909581399, t = (nil)
NOT FOUND 5387935920242263413, t = (nil)
NOT FOUND 1677448839815991156, t = (nil)
NOT FOUND 3412324427125635667, t = (nil)
NOT FOUND 807407171035840969, t = (nil)
NOT FOUND 7166058409167191350, t = (nil)
NOT FOUND 4451864236534466059, t = (nil)
NOT FOUND 1931543600534913540, t = (nil)
NOT FOUND 8434379627412775546, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 1942645058792778204, t = (nil)
NOT FOUND 5234042902113224243, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 5432585391279706015, t = (nil)
NOT FOUND 1527339776665530880, t = (nil)
NOT FOUND 5713639087505023041, t = (nil)
NOT FOUND 1870488365825172409, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 7817303820619039411, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 525469931902445705, t = (nil)
NOT FOUND 1812836638943990050, t = (nil)
NOT FOUND 7848838401229885578, t = (nil)
NOT FOUND 4775915244558589209, t = (nil)
NOT FOUND 4443316733971429195, t = (nil)
NOT FOUND 8940222384452359012, t = (nil)
NOT FOUND 1202639521114932774, t = (nil)
NOT FOUND 4700183043744905166, t = (nil)
NOT FOUND 7328078953960509716, t = (nil)
NOT FOUND 7779953978051149541, t = (nil)
NOT FOUND 7004496025017578697, t = (nil)
NOT FOUND 3075691126659014133, t = (nil)
NOT FOUND 8046369796098372583, t = (nil)
NOT FOUND 3455209863219101161, t = (nil)
NOT FOUND 8582202455066158834, t = (nil)
NOT FOUND 8991595310759451760, t = (nil)
NOT FOUND 3070399502797860700, t = (nil)
NOT FOUND 5996226015035515372, t = (nil)
NOT FOUND 3700880339789917856, t = (nil)
NOT FOUND 88435506797685812, t = (nil)
NOT FOUND 3595290500419775288, t = (nil)
NOT FOUND 4300021483803170060, t = (nil)
NOT FOUND 56577160217625247, t = (nil)
NOT FOUND 8862989744185528322, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 5754127275977264126, t = (nil)
NOT FOUND 7464179868787321234, t = (nil)
NOT FOUND 1091025584488957369, t = (nil)
NOT FOUND 404245522752856304, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 6751806189426144920, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 888774623616410050, t = (nil)
NOT FOUND 4824284321842271102, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 655747167635330776, t = (nil)
NOT FOUND 8471074280711405747, t = (nil)
NOT FOUND 6651121652445869813, t = (nil)
NOT FOUND 6725343487357588781, t = (nil)
NOT FOUND 8505118480922506189, t = (nil)
NOT FOUND 2031001023868504580, t = (nil)
NOT FOUND 7772588254634265039, t = (nil)
NOT FOUND 7716372091401864863, t = (nil)
NOT FOUND 3933411933644218079, t = (nil)
NOT FOUND 2911993465382767410, t = (nil)
NOT FOUND 6275445025099968717, t = (nil)
NOT FOUND 4077628128101024926, t = (nil)
NOT FOUND 5647106113276621173, t = (nil)
NOT FOUND 2278141800510896803, t = (nil)
NOT FOUND 1689767499523502521, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 8767488122645035428, t = (nil)
NOT FOUND 2788483227484179277, t = (nil)
NOT FOUND 245901650103324688, t = (nil)
NOT FOUND 3551047940033793460, t = (nil)
NOT FOUND 6286785290688177749, t = (nil)
NOT FOUND 1625238001790579180, t = (nil)
NOT FOUND 6690798709707352841, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 6100773881178942501, t = (nil)
NOT FOUND 6996883003698506478, t = (nil)
NOT FOUND 6531163757492920370, t = (nil)
NOT FOUND 5145451753252664131, t = (nil)
NOT FOUND 7425090709835166258, t = (nil)
NOT FOUND 2321578282101207080, t = (nil)
NOT FOUND 4731699717522557508, t = (nil)
NOT FOUND 3100607815039896449, t = (nil)
NOT FOUND 1164011290809998008, t = (nil)
NOT FOUND 8510417434779921928, t = (nil)
NOT FOUND 4991326249820996683, t = (nil)
NOT FOUND 6698767404622947008, t = (nil)
NOT FOUND 5414138651958875864, t = (nil)
NOT FOUND 6578901463579707175, t = (nil)
NOT FOUND 6300501402443628684, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 3970447563220266194, t = (nil)
NOT FOUND 4882174298765449935, t = (nil)
NOT FOUND 6013027279150950919, t = (nil)
NOT FOUND 9182856743804335367, t = (nil)
NOT FOUND 7843377644291930643, t = (nil)
NOT FOUND 9108381246659062900, t = (nil)
NOT FOUND 2889770455495148338, t = (nil)
NOT FOUND 5258561158278115437, t = (nil)
NOT FOUND 7150754587387380982, t = (nil)
NOT FOUND 3003115332324808843, t = (nil)
NOT FOUND 5737403321440849010, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 730949454923237040, t = (nil)
NOT FOUND 1525060776537087107, t = (nil)
NOT FOUND 6197776604068412886, t = (nil)
NOT FOUND 5346366520413121423, t = (nil)
NOT FOUND 6946788832355588864, t = (nil)
NOT FOUND 6314778333241491332, t = (nil)
NOT FOUND 7863014375813670987, t = (nil)
NOT FOUND 4866425334275870544, t = (nil)
NOT FOUND 7995575029281535079, t = (nil)
NOT FOUND 2423831709057818957, t = (nil)
NOT FOUND 8494449140695478442, t = (nil)
NOT FOUND 1355198224037015697, t = (nil)
NOT FOUND 3318692466722264331, t = (nil)
NOT FOUND 5724438178670912340, t = (nil)
NOT FOUND 2865438808061284612, t = (nil)
NOT FOUND 3303863320290882824, t = (nil)
NOT FOUND 4327412092382487620, t = (nil)
NOT FOUND 8302509278532610234, t = (nil)
NOT FOUND 4363326338610134815, t = (nil)
NOT FOUND 6930486569137545770, t = (nil)
NOT FOUND 7657626151795379335, t = (nil)
NOT FOUND 924659145088377361, t = (nil)
NOT FOUND 2713081851479810381, t = (nil)
NOT FOUND 4580455527738822032, t = (nil)
NOT FOUND 8909722167400260487, t = (nil)
NOT FOUND 261824828488414293, t = (nil)
NOT FOUND 3547329690279066081, t = (nil)
NOT FOUND 8417207210735559428, t = (nil)
NOT FOUND 3950802617171473224, t = (nil)
NOT FOUND 7756515125264175999, t = (nil)
NOT FOUND 7619493715232276276, t = (nil)
